,EDAD,GENERO,RESIDENCIA,NV_ESTUDIO,ESTUDIO_PREV,TRACK_DH,AVG_DH,MINUTES_DH,EXPERIENCIA,DIAS_EMP
7886,40.0,FEMENINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,DATA,3.7,4669.8,24.9,103.0
7887,29.0,FEMENINO,BRAZIL,UNIVERSITARY,ENGINEERING,,3.8,4690.3,9.0,94.0
7888,34.0,MASCULINO,BRAZIL,,ENGINEERING,PROGRAMACION,2.9,3493.4,17.5,86.0
7889,36.0,,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.7,4552.2,18.4,87.0
7890,43.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.4,4518.0,28.3,92.0
7891,,FEMENINO,,UNIVERSITARY,COMMERCIAL,DATA,3.6,4713.6,10.0,96.0
7892,,MASCULINO,MEXICO,,COMMERCIAL,PROGRAMACION,2.3,1337.3,,99.0
7893,35.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,,4528.8,17.6,101.0
7894,38.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,,3.5,4635.6,20.9,89.0
7895,39.0,FEMENINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,DATA,3.6,4725.2,24.6,101.0
7896,37.0,MASCULINO,ARGENTINA,TERTIARY,DEVELOPMENT,,,4711.5,,91.0
7897,,MASCULINO,BRAZIL,UNIVERSITARY,DEVELOPMENT,DATA,3.2,4254.1,8.5,84.0
7898,37.0,MASCULINO,BRAZIL,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.1,4046.7,20.8,88.0
7899,,MASCULINO,,UNIVERSITARY,COMMERCIAL,,2.9,,15.0,86.0
7900,37.0,FEMENINO,ARGENTINA,POST_GRADUATE,,PROGRAMACION,3.1,4154.4,,97.0
7901,37.0,MASCULINO,ARGENTINA,TERTIARY,,DATA,3.0,3869.7,22.8,93.0
7902,35.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,DATA,3.2,4328.0,18.0,88.0
7903,35.0,MASCULINO,BRAZIL,,ENGINEERING,DATA,3.2,4206.3,17.9,96.0
7904,38.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,EJECUTIVO,3.6,4575.9,22.8,87.0
7905,,MASCULINO,BRAZIL,UNIVERSITARY,DEVELOPMENT,DATA,3.1,4211.6,14.2,87.0
7906,33.0,MASCULINO,,,DEVELOPMENT,PROGRAMACION,4.1,4726.4,13.4,86.0
7907,34.0,MASCULINO,BRAZIL,UNIVERSITARY,ENGINEERING,DATA,,4592.1,,86.0
7908,26.0,MASCULINO,,,ENGINEERING,,3.6,4698.4,,84.0
7909,36.0,MASCULINO,BRAZIL,UNIVERSITARY,ENGINEERING,DATA,3.9,4703.5,21.0,86.0
7910,32.0,,ARGENTINA,,,PROGRAMACION,,3518.7,12.6,90.0
7911,42.0,MASCULINO,ARGENTINA,POST_GRADUATE,COMMERCIAL,DATA,3.8,4668.3,27.1,91.0
7912,36.0,MASCULINO,MEXICO,UNIVERSITARY,COMMERCIAL,,3.6,4688.5,20.3,88.0
7913,,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,,3.5,4641.5,20.7,99.0
7914,39.0,MASCULINO,ARGENTINA,UNIVERSITARY,,PROGRAMACION,4.2,4918.3,23.7,90.0
7915,38.0,FEMENINO,ARGENTINA,,BUSINESS,PROGRAMACION,3.7,4689.8,22.4,102.0
7916,38.0,MASCULINO,ARGENTINA,POST_GRADUATE,COMMERCIAL,DATA,,,20.8,89.0
7917,26.0,,ARGENTINA,UNIVERSITARY,BUSINESS,DATA,4.0,4700.1,,89.0
7918,,MASCULINO,,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.8,,25.1,90.0
7919,39.0,MASCULINO,BRAZIL,UNIVERSITARY,ENGINEERING,PROGRAMACION,,4530.0,23.4,89.0
7920,34.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.8,4686.1,15.7,95.0
7921,35.0,,ARGENTINA,UNIVERSITARY,DEVELOPMENT,DATA,3.4,4631.0,16.7,88.0
7922,34.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.2,4352.5,16.1,87.0
7923,,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,EJECUTIVO,,,24.2,89.0
7924,35.0,MASCULINO,ARGENTINA,,ENGINEERING,EJECUTIVO,3.7,,,85.0
7925,32.0,MASCULINO,MEXICO,TERTIARY,ENGINEERING,MARKETING,3.0,,14.3,86.0
7926,30.0,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,DATA,3.9,4760.5,9.9,86.0
7927,29.0,MASCULINO,BRAZIL,TERTIARY,ENGINEERING,DATA,,4605.1,8.1,86.0
7928,36.0,MASCULINO,,UNIVERSITARY,ENGINEERING,EJECUTIVO,3.1,4099.0,20.4,86.0
7929,,FEMENINO,ARGENTINA,TERTIARY,COMMERCIAL,PROGRAMACION,3.5,4595.1,22.4,104.0
7930,31.0,FEMENINO,BRAZIL,UNIVERSITARY,ENGINEERING,DATA,3.4,4500.0,12.2,95.0
7931,27.0,,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,,4566.6,5.4,95.0
7932,36.0,MASCULINO,,POST_GRADUATE,COMMERCIAL,DATA,3.3,4456.1,,86.0
7933,35.0,MASCULINO,ARGENTINA,,ENGINEERING,DATA,3.3,4358.7,17.9,86.0
7934,38.0,MASCULINO,MEXICO,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.3,4539.1,,89.0
7935,38.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.3,4405.3,23.3,99.0
7936,34.0,FEMENINO,,TERTIARY,COMMERCIAL,PROGRAMACION,3.3,4400.3,15.2,100.0
7937,36.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,,4667.2,20.6,86.0
7938,27.0,,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,2.7,2923.4,5.9,86.0
7939,38.0,,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.6,4548.0,22.7,99.0
7940,,MASCULINO,,TERTIARY,COMMERCIAL,PROGRAMACION,3.3,4535.0,2.4,87.0
7941,37.0,,ARGENTINA,POST_GRADUATE,ENGINEERING,DATA,3.9,4780.6,22.3,86.0
7942,36.0,FEMENINO,BRAZIL,TERTIARY,DEVELOPMENT,PROGRAMACION,3.5,4626.3,21.2,102.0
7943,34.0,,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.3,4352.5,,84.0
7944,23.0,MASCULINO,ARGENTINA,POST_GRADUATE,DEVELOPMENT,DATA,3.3,4479.1,0.5,86.0
7945,37.0,MASCULINO,BRAZIL,,,,3.9,4730.5,19.5,90.0
7946,,MASCULINO,MEXICO,UNIVERSITARY,,DATA,3.1,4129.2,19.6,90.0
7947,39.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,EJECUTIVO,3.5,,23.9,100.0
7948,42.0,MASCULINO,BRAZIL,UNIVERSITARY,DEVELOPMENT,PROGRAMACION,2.8,3308.9,25.6,93.0
7949,34.0,,ARGENTINA,TERTIARY,,PROGRAMACION,,4457.2,,88.0
7950,33.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.5,4533.1,,95.0
7951,34.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,DATA,3.9,,17.3,84.0
7952,34.0,MASCULINO,ARGENTINA,UNIVERSITARY,,DATA,2.9,3500.7,15.1,89.0
7953,30.0,MASCULINO,BRAZIL,UNIVERSITARY,ENGINEERING,DATA,3.9,4753.8,,83.0
7954,32.0,,ARGENTINA,UNIVERSITARY,ENGINEERING,,3.9,4618.2,12.8,85.0
7955,28.0,FEMENINO,BRAZIL,UNIVERSITARY,BUSINESS,,3.6,4589.3,5.6,100.0
7956,,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.5,4571.1,17.7,88.0
7957,31.0,MASCULINO,,UNIVERSITARY,COMMERCIAL,DATA,3.5,4535.3,11.1,86.0
7958,,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,,6369.6,17.9,87.0
7959,,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,EJECUTIVO,3.7,4729.6,12.1,88.0
7960,43.0,,BRAZIL,UNIVERSITARY,COMMERCIAL,,3.7,4607.0,28.4,93.0
7961,35.0,FEMENINO,ARGENTINA,TERTIARY,ENGINEERING,PROGRAMACION,3.2,4225.7,17.0,100.0
7962,32.0,FEMENINO,BRAZIL,TERTIARY,COMMERCIAL,PROGRAMACION,4.3,5173.9,14.7,96.0
7963,,FEMENINO,ARGENTINA,UNIVERSITARY,,PROGRAMACION,4.0,4658.8,19.4,96.0
7964,31.0,FEMENINO,ARGENTINA,TERTIARY,COMMERCIAL,MARKETING,4.3,5081.1,11.1,96.0
7965,28.0,MASCULINO,MEXICO,,ENGINEERING,DATA,,5336.8,6.1,85.0
7966,38.0,,BRAZIL,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.5,4583.7,,89.0
7967,28.0,,MEXICO,TERTIARY,,PROGRAMACION,3.8,4735.2,6.7,98.0
7968,,MASCULINO,ARGENTINA,POST_GRADUATE,ENGINEERING,DATA,3.0,3830.7,27.0,91.0
7969,30.0,FEMENINO,ARGENTINA,TERTIARY,COMMERCIAL,DATA,3.8,4678.3,,99.0
7970,33.0,MASCULINO,ARGENTINA,,ENGINEERING,DATA,3.4,,,84.0
7971,32.0,MASCULINO,ARGENTINA,POST_GRADUATE,,,3.3,,13.5,84.0
7972,33.0,FEMENINO,MEXICO,POST_GRADUATE,DEVELOPMENT,PROGRAMACION,3.7,4725.3,,96.0
7973,39.0,MASCULINO,,UNIVERSITARY,COMMERCIAL,MARKETING,,4598.2,25.1,90.0
7974,,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,MARKETING,3.3,4349.3,21.1,89.0
7975,36.0,MASCULINO,MEXICO,,ENGINEERING,PROGRAMACION,,3837.2,18.7,88.0
7976,26.0,MASCULINO,ARGENTINA,,,,3.5,4539.2,4.9,81.0
7977,42.0,MASCULINO,BRAZIL,UNIVERSITARY,COMMERCIAL,PROGRAMACION,,4567.1,26.7,92.0
7978,32.0,MASCULINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,DATA,,3943.8,13.2,86.0
7979,41.0,MASCULINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,DATA,3.8,,25.2,91.0
7980,,MASCULINO,MEXICO,TERTIARY,ENGINEERING,MARKETING,4.1,4726.1,18.5,89.0
7981,31.0,MASCULINO,MEXICO,POST_GRADUATE,ENGINEERING,DATA,,4341.4,,83.0
7982,42.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.7,4588.4,27.5,91.0
7983,26.0,FEMENINO,,TERTIARY,COMMERCIAL,DATA,,4548.4,5.6,95.0
7984,33.0,FEMENINO,MEXICO,TERTIARY,ENGINEERING,EJECUTIVO,3.9,4679.7,13.4,96.0
7985,,,ARGENTINA,,,DATA,3.2,4321.3,14.8,89.0
7986,37.0,MASCULINO,BRAZIL,UNIVERSITARY,ENGINEERING,PROGRAMACION,,4684.1,19.2,89.0
7987,34.0,,ARGENTINA,UNIVERSITARY,COMMERCIAL,,,,18.0,97.0
7988,33.0,MASCULINO,BRAZIL,UNIVERSITARY,ENGINEERING,DATA,,4666.5,,85.0
7989,35.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,,4.0,4696.7,18.4,96.0
7990,28.0,FEMENINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,PROGRAMACION,3.4,4568.5,7.0,93.0
7991,,MASCULINO,BRAZIL,TERTIARY,COMMERCIAL,,3.2,4314.6,27.3,94.0
7992,35.0,FEMENINO,BRAZIL,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.2,4358.6,17.1,97.0
7993,,MASCULINO,ARGENTINA,,COMMERCIAL,DATA,3.6,4666.6,28.7,96.0
7994,34.0,FEMENINO,,,DEVELOPMENT,,3.4,4587.5,,94.0
7995,35.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,2.8,3203.6,16.2,83.0
7996,39.0,FEMENINO,MEXICO,UNIVERSITARY,ENGINEERING,DATA,,4693.9,23.5,98.0
7997,34.0,MASCULINO,BRAZIL,UNIVERSITARY,ENGINEERING,DATA,4.0,4817.7,16.2,85.0
7998,,MASCULINO,,TERTIARY,ENGINEERING,,3.5,4529.0,16.0,89.0
7999,33.0,FEMENINO,ARGENTINA,TERTIARY,ENGINEERING,DATA,3.3,4356.4,14.4,98.0
8000,37.0,MASCULINO,,UNIVERSITARY,ENGINEERING,DATA,3.5,4535.5,22.0,87.0
8001,31.0,FEMENINO,MEXICO,TERTIARY,ENGINEERING,PROGRAMACION,3.3,4358.8,11.9,97.0
8002,40.0,MASCULINO,BRAZIL,UNIVERSITARY,COMMERCIAL,DATA,3.6,4705.0,,89.0
8003,43.0,MASCULINO,ARGENTINA,,COMMERCIAL,PROGRAMACION,,4710.3,26.7,92.0
8004,39.0,MASCULINO,BRAZIL,UNIVERSITARY,COMMERCIAL,PROGRAMACION,4.0,4624.2,24.4,91.0
8005,39.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.7,4565.3,24.1,100.0
8006,40.0,MASCULINO,BRAZIL,,,PROGRAMACION,3.8,4666.8,,93.0
8007,29.0,FEMENINO,ARGENTINA,UNIVERSITARY,,PROGRAMACION,3.5,4534.6,8.0,93.0
8008,43.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.3,,,93.0
8009,33.0,FEMENINO,ARGENTINA,TERTIARY,ENGINEERING,EJECUTIVO,3.4,4631.3,14.5,97.0
8010,30.0,MASCULINO,MEXICO,,ENGINEERING,DATA,3.3,4452.7,9.5,82.0
8011,27.0,MASCULINO,MEXICO,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.6,4691.3,,81.0
8012,30.0,MASCULINO,ARGENTINA,POST_GRADUATE,COMMERCIAL,PROGRAMACION,3.2,4227.8,10.4,86.0
8013,36.0,,ARGENTINA,,ENGINEERING,PROGRAMACION,3.5,,20.0,86.0
8014,35.0,MASCULINO,MEXICO,POST_GRADUATE,ENGINEERING,PROGRAMACION,3.3,4528.7,18.4,83.0
8015,34.0,MASCULINO,MEXICO,POST_GRADUATE,,PROGRAMACION,3.7,,15.9,87.0
8016,36.0,,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.5,4626.2,19.6,87.0
8017,39.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,4.1,4886.1,25.0,88.0
8018,37.0,MASCULINO,BRAZIL,UNIVERSITARY,COMMERCIAL,PROGRAMACION,,4876.3,19.5,89.0
8019,35.0,MASCULINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,,3.6,4715.6,19.0,89.0
8020,29.0,,ARGENTINA,UNIVERSITARY,COMMERCIAL,,3.2,4367.7,7.4,96.0
8021,36.0,MASCULINO,MEXICO,UNIVERSITARY,DEVELOPMENT,DATA,3.7,4725.5,19.9,85.0
8022,30.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.6,4705.3,,93.0
8023,36.0,,MEXICO,TERTIARY,,DATA,3.5,4584.9,19.8,91.0
8024,37.0,MASCULINO,MEXICO,TERTIARY,COMMERCIAL,DATA,3.6,4574.0,,89.0
8025,,FEMENINO,BRAZIL,TERTIARY,ENGINEERING,DATA,3.6,4552.5,,99.0
8026,37.0,,ARGENTINA,,COMMERCIAL,PROGRAMACION,,3802.5,21.0,89.0
8027,32.0,FEMENINO,ARGENTINA,,COMMERCIAL,PROGRAMACION,3.4,4512.3,12.4,97.0
8028,36.0,,BRAZIL,UNIVERSITARY,COMMERCIAL,DATA,3.3,4522.8,19.4,96.0
8029,34.0,MASCULINO,BRAZIL,TERTIARY,,DATA,3.8,4591.2,15.9,89.0
8030,,MASCULINO,ARGENTINA,POST_GRADUATE,BUSINESS,PROGRAMACION,3.2,4338.5,18.3,89.0
8031,36.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,,4751.1,20.5,87.0
8032,30.0,MASCULINO,ARGENTINA,POST_GRADUATE,,EJECUTIVO,,4730.9,10.1,85.0
8033,37.0,,,UNIVERSITARY,ENGINEERING,DATA,4.0,4642.8,20.5,87.0
8034,,FEMENINO,BRAZIL,UNIVERSITARY,,DATA,3.6,4691.9,,98.0
8035,38.0,FEMENINO,,UNIVERSITARY,ENGINEERING,,3.8,,22.9,99.0
8036,33.0,,,UNIVERSITARY,ENGINEERING,MARKETING,,4562.6,14.8,86.0
8037,37.0,MASCULINO,BRAZIL,TERTIARY,DEVELOPMENT,DATA,3.5,,19.7,90.0
8038,,FEMENINO,,,ENGINEERING,MARKETING,3.0,3771.9,30.9,105.0
8039,,FEMENINO,ARGENTINA,UNIVERSITARY,,MARKETING,3.9,4593.9,17.1,97.0
8040,32.0,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,MARKETING,3.4,4574.7,13.3,87.0
8041,37.0,MASCULINO,ARGENTINA,TERTIARY,COMMERCIAL,EJECUTIVO,3.7,4701.4,22.9,89.0
8042,38.0,,BRAZIL,TERTIARY,DEVELOPMENT,MARKETING,,4393.8,22.2,93.0
8043,27.0,MASCULINO,MEXICO,TERTIARY,COMMERCIAL,DATA,3.6,4689.7,7.0,87.0
8044,30.0,MASCULINO,BRAZIL,,ENGINEERING,,3.8,4745.2,11.3,83.0
8045,43.0,FEMENINO,ARGENTINA,,DEVELOPMENT,PROGRAMACION,,4525.3,28.1,101.0
8046,31.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,2.8,3256.8,11.2,87.0
8047,39.0,FEMENINO,ARGENTINA,TERTIARY,ENGINEERING,PROGRAMACION,4.1,4854.9,,102.0
8048,25.0,,ARGENTINA,TERTIARY,,PROGRAMACION,3.0,3928.7,3.7,97.0
8049,32.0,,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,4.0,4685.5,14.2,85.0
8050,33.0,MASCULINO,,,COMMERCIAL,DATA,3.5,4659.0,16.4,87.0
8051,27.0,,ARGENTINA,UNIVERSITARY,COMMERCIAL,EJECUTIVO,4.0,4808.6,4.9,85.0
8052,33.0,MASCULINO,,UNIVERSITARY,COMMERCIAL,,,4026.2,,87.0
8053,,MASCULINO,ARGENTINA,UNIVERSITARY,,EJECUTIVO,3.5,4637.3,,84.0
8054,27.0,MASCULINO,,UNIVERSITARY,,PROGRAMACION,3.8,4562.0,5.0,82.0
8055,30.0,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,DATA,2.6,2447.3,10.1,87.0
8056,,MASCULINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,PROGRAMACION,3.3,4441.7,10.4,85.0
8057,38.0,MASCULINO,BRAZIL,POST_GRADUATE,DEVELOPMENT,PROGRAMACION,3.3,4433.9,,91.0
8058,36.0,MASCULINO,ARGENTINA,UNIVERSITARY,MARKETING,MARKETING,3.3,,20.7,93.0
8059,39.0,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,PROGRAMACION,3.1,4050.0,24.5,95.0
8060,34.0,FEMENINO,,UNIVERSITARY,ENGINEERING,,4.0,,14.7,95.0
8061,39.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.3,4518.7,23.9,89.0
8062,32.0,MASCULINO,ARGENTINA,TERTIARY,COMMERCIAL,,3.6,,12.8,88.0
8063,43.0,MASCULINO,ARGENTINA,,ENGINEERING,DATA,4.2,4893.9,28.3,90.0
8064,41.0,MASCULINO,ARGENTINA,TERTIARY,DEVELOPMENT,DATA,3.4,4505.7,26.9,94.0
8065,,FEMENINO,,UNIVERSITARY,COMMERCIAL,,3.8,4659.1,13.0,97.0
8066,31.0,MASCULINO,,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.5,4524.7,11.4,85.0
8067,,FEMENINO,,TERTIARY,ENGINEERING,PROGRAMACION,3.2,4238.0,29.5,105.0
8068,,MASCULINO,BRAZIL,TERTIARY,ENGINEERING,PROGRAMACION,4.1,4700.5,24.3,92.0
8069,34.0,FEMENINO,ARGENTINA,POST_GRADUATE,ENGINEERING,DATA,3.0,3828.3,17.6,94.0
8070,37.0,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,PROGRAMACION,3.4,4456.8,21.3,89.0
8071,,MASCULINO,BRAZIL,,,DATA,,4588.7,21.8,94.0
8072,,MASCULINO,ARGENTINA,TERTIARY,DEVELOPMENT,PROGRAMACION,3.3,4351.8,,96.0
8073,25.0,MASCULINO,MEXICO,,ENGINEERING,DATA,3.9,4709.7,,85.0
8074,42.0,,MEXICO,UNIVERSITARY,COMMERCIAL,DATA,3.2,4334.4,26.5,102.0
8075,39.0,MASCULINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,MARKETING,3.4,4590.9,,90.0
8076,36.0,MASCULINO,BRAZIL,POST_GRADUATE,COMMERCIAL,MARKETING,4.5,5727.1,19.0,88.0
8077,37.0,,ARGENTINA,UNIVERSITARY,DEVELOPMENT,,3.9,4766.8,20.6,89.0
8078,28.0,MASCULINO,ARGENTINA,UNIVERSITARY,BUSINESS,PROGRAMACION,3.2,4312.6,7.9,87.0
8079,36.0,MASCULINO,ARGENTINA,,ENGINEERING,DATA,3.8,4663.1,19.5,87.0
8080,29.0,FEMENINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,,3.4,4603.1,8.9,94.0
8081,28.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,2.7,2812.0,6.4,87.0
8082,35.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,,3.7,4704.4,17.1,86.0
8083,35.0,MASCULINO,ARGENTINA,TERTIARY,COMMERCIAL,EJECUTIVO,3.8,,18.0,90.0
8084,41.0,FEMENINO,BRAZIL,POST_GRADUATE,COMMERCIAL,DATA,3.5,4571.1,,101.0
8085,36.0,,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.6,4702.3,19.6,86.0
8086,33.0,FEMENINO,,UNIVERSITARY,ENGINEERING,DATA,3.7,4722.6,13.9,96.0
8087,35.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.5,4693.5,18.1,86.0
8088,37.0,,,UNIVERSITARY,ENGINEERING,,3.6,4717.7,21.6,89.0
8089,40.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,PROGRAMACION,,4634.2,26.2,90.0
8090,35.0,FEMENINO,,POST_GRADUATE,ENGINEERING,PROGRAMACION,3.6,4542.0,16.9,96.0
8091,31.0,,BRAZIL,UNIVERSITARY,BUSINESS,DATA,3.8,4611.7,12.1,97.0
8092,36.0,MASCULINO,BRAZIL,TERTIARY,ENGINEERING,DATA,3.7,4662.0,18.1,90.0
8093,,MASCULINO,BRAZIL,UNIVERSITARY,COMMERCIAL,PROGRAMACION,2.7,2904.1,4.9,86.0
8094,32.0,MASCULINO,BRAZIL,UNIVERSITARY,COMMERCIAL,PROGRAMACION,3.9,4663.3,,86.0
8095,41.0,FEMENINO,ARGENTINA,TERTIARY,COMMERCIAL,,3.2,4255.7,,101.0
8096,31.0,MASCULINO,ARGENTINA,,DEVELOPMENT,PROGRAMACION,3.8,4685.3,,87.0
8097,25.0,,ARGENTINA,,COMMERCIAL,DATA,2.9,3533.8,2.2,87.0
8098,36.0,MASCULINO,MEXICO,UNIVERSITARY,,PROGRAMACION,,4697.5,,90.0
8099,36.0,MASCULINO,BRAZIL,UNIVERSITARY,COMMERCIAL,DATA,3.9,4612.6,19.9,87.0
8100,,MASCULINO,,TERTIARY,ENGINEERING,,3.4,4562.0,15.5,89.0
8101,37.0,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,PROGRAMACION,3.7,4621.8,19.7,90.0
8102,30.0,MASCULINO,MEXICO,UNIVERSITARY,,DATA,3.6,4675.8,10.6,84.0
8103,39.0,,MEXICO,UNIVERSITARY,,DATA,3.6,,23.6,101.0
8104,45.0,MASCULINO,ARGENTINA,TERTIARY,ENGINEERING,DATA,3.8,4592.1,29.7,92.0
8105,,FEMENINO,ARGENTINA,,ENGINEERING,DATA,2.7,2970.6,10.6,97.0
8106,34.0,FEMENINO,BRAZIL,TERTIARY,BUSINESS,DATA,2.8,3253.0,14.9,104.0
8107,33.0,,ARGENTINA,UNIVERSITARY,COMMERCIAL,MARKETING,,4728.8,15.5,85.0
8108,25.0,,BRAZIL,,DEVELOPMENT,PROGRAMACION,3.9,,1.7,86.0
8109,26.0,FEMENINO,,TERTIARY,DEVELOPMENT,,,,5.0,97.0
8110,41.0,,ARGENTINA,,ENGINEERING,DATA,3.2,4296.8,26.3,89.0
8111,,,ARGENTINA,TERTIARY,,PROGRAMACION,3.5,4697.6,,94.0
8112,33.0,FEMENINO,BRAZIL,UNIVERSITARY,ENGINEERING,,3.4,4544.4,15.9,95.0
8113,42.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,,,27.4,100.0
8114,36.0,MASCULINO,BRAZIL,,ENGINEERING,EJECUTIVO,3.5,4560.7,20.9,86.0
8115,,MASCULINO,BRAZIL,UNIVERSITARY,ENGINEERING,PROGRAMACION,,4695.1,24.2,89.0
8116,33.0,MASCULINO,ARGENTINA,UNIVERSITARY,,DATA,3.4,4465.2,14.8,82.0
8117,32.0,FEMENINO,ARGENTINA,UNIVERSITARY,DEVELOPMENT,DATA,4.0,4797.9,12.5,97.0
8118,,FEMENINO,MEXICO,TERTIARY,ENGINEERING,PROGRAMACION,2.6,2515.1,14.9,99.0
8119,33.0,FEMENINO,ARGENTINA,UNIVERSITARY,ENGINEERING,DATA,3.9,4649.6,,95.0
8120,34.0,MASCULINO,,UNIVERSITARY,,DATA,3.1,4031.0,14.9,86.0
8121,26.0,MASCULINO,ARGENTINA,UNIVERSITARY,COMMERCIAL,,3.4,4504.7,4.0,85.0
8122,35.0,MASCULINO,ARGENTINA,TERTIARY,COMMERCIAL,EJECUTIVO,3.2,4275.1,17.2,89.0
8123,23.0,FEMENINO,ARGENTINA,,COMMERCIAL,DATA,,4694.5,,93.0
8124,44.0,MASCULINO,BRAZIL,,ENGINEERING,DATA,3.5,,28.5,92.0
8125,,,BRAZIL,POST_GRADUATE,DEVELOPMENT,DATA,3.1,4012.4,30.4,93.0
8126,36.0,MASCULINO,BRAZIL,POST_GRADUATE,ENGINEERING,,3.3,4437.0,,86.0
8127,30.0,MASCULINO,ARGENTINA,UNIVERSITARY,ENGINEERING,PROGRAMACION,3.3,,9.7,82.0
8128,,,BRAZIL,TERTIARY,,DATA,3.7,4713.0,23.0,102.0
8129,41.0,,ARGENTINA,,ENGINEERING,PROGRAMACION,3.8,,25.9,94.0
8130,34.0,FEMENINO,ARGENTINA,TERTIARY,ENGINEERING,DATA,4.2,4846.4,15.3,98.0
8131,34.0,FEMENINO,BRAZIL,UNIVERSITARY,,PROGRAMACION,3.2,4301.6,15.7,99.0
8132,,FEMENINO,,TERTIARY,ENGINEERING,DATA,3.4,4478.2,28.1,103.0
8133,38.0,MASCULINO,BRAZIL,TERTIARY,COMMERCIAL,PROGRAMACION,3.4,4552.7,22.9,93.0
8134,,MASCULINO,ARGENTINA,UNIVERSITARY,,DATA,4.1,4719.2,11.8,85.0
